"","title","author","subject","abstract","meta"
"38","Survey of Learning Approaches for Robotic In-Hand Manipulation","Abraham Itzhak Weinberg, Alon Shirizly, Osher Azulay, Avishai Sintov","Robotics (cs.RO)","Human dexterity is an invaluable capability for precise manipulation of objects in complex tasks. The capability of robots to similarly grasp and perform in-hand manipulation of objects is critical for their use in the ever changing human environment, and for their ability to replace manpower. In recent decades, significant effort has been put in order to enable in-hand manipulation capabilities to robotic systems. Initial robotic manipulators followed carefully programmed paths, while later attempts provided a solution based on analytical modeling of motion and contact. However, these have failed to provide practical solutions due to inability to cope with complex environments and uncertainties. Therefore, the effort has shifted to learning-based approaches where data is collected from the real world or through a simulation, during repeated attempts to complete various tasks. The vast majority of learning approaches focused on learning data-based models that describe the system to some extent or Reinforcement Learning (RL). RL, in particular, has seen growing interest due to the remarkable ability to generate solutions to problems with minimal human guidance. In this survey paper, we track the developments of learning approaches for in-hand manipulations and, explore the challenges and opportunities. This survey is designed both as an introduction for novices in the field with a glossary of terms as well as a guide of novel advances for advanced practitioners.","Mon, 15 Jan 2024 19:07:37 UTC (1,963 KB)"
"39","Enforcing contraction via data","Zhongjie Hu, Claudio De Persis, Pietro Tesi","Systems and Control (eess.SY)","We present data-based conditions for enforcing contractivity via feedback control and obtain desired asymptotic properties of the closed-loop system. We focus on unknown nonlinear control systems whose vector fields are expressible via a dictionary of functions and derive data-dependent semidefinite programs whose solution returns the controller that guarantees contractivity. When data are perturbed by disturbances that are linear combination of sinusoids of known frequencies (but unknown amplitude and phase) and constants, we remarkably obtain conditions for contractivity that do not depend on the magnitude of the disturbances, with imaginable positive consequences for the synthesis of the controller. Finally, we show how to design from data an integral controller for nonlinear systems that achieves constant reference tracking and constant disturbance rejection.","Mon, 15 Jan 2024 16:46:04 UTC (140 KB)"
"40","Robust Data-Driven Predictive Control for Unknown Linear Time-Invariant Systems","Kaijian Hu, Tao Liu","Systems and Control (eess.SY)","This paper presents a new robust data-driven predictive control scheme for unknown linear time-invariant systems by using input-state-output or input-output data based on whether the state is measurable. To remove the need for the persistently exciting (PE) condition of a sufficiently high order on pre-collected data, a set containing all systems capable of generating such data is constructed. Then, at each time step, an upper bound of a given objective function is derived for all systems in the set, and a feedback controller is designed to minimize this bound. The optimal control gain at each time step is determined by solving a set of linear matrix inequalities. We prove that if the synthesis problem is feasible at the initial time step, it remains feasible for all future time steps. Unlike current data-driven predictive control schemes based on behavioral system theory, our approach requires less stringent conditions for the pre-collected data, facilitating easier implementation. Further, the proposed predictive control scheme features an infinite prediction horizon, potentially resulting in superior overall control performance compared to existing methods with finite prediction horizons. The effectiveness of our proposed methods is demonstrated through application to an unknown and unstable batch reactor.","Sun, 14 Jan 2024 07:42:57 UTC (172 KB)"
"41","Multicriteria decision support employing adaptive prediction in a tensor-based feature representation","Betania Silva Carneiro Campello, Leonardo Tomazeli Duarte, João Marcos Travassos Romano","Machine Learning (cs.LG)","Multicriteria decision analysis (MCDA) is a widely used tool to support decisions in which a set of alternatives should be ranked or classified based on multiple criteria. Recent studies in MCDA have shown the relevance of considering not only current evaluations of each criterion but also past data. Past-data-based approaches carry new challenges, especially in time-varying environments. This study deals with this challenge via essential tools of signal processing, such as tensorial representations and adaptive prediction. More specifically, we structure the criteria' past data as a tensor and, by applying adaptive prediction, we compose signals with these prediction values of the criteria. Besides, we transform the prediction in the time domain into a most favorable decision making domain, called the feature domain. We present a novel extension of the MCDA method PROMETHEE II, aimed at addressing the tensor in the feature domain to obtain a ranking of alternatives. Numerical experiments were performed using real-world time series, and our approach is compared with other existing strategies. The results highlight the relevance and efficiency of our proposal, especially for nonstationary time series.","Fri, 12 Jan 2024 19:46:29 UTC (706 KB)"
"42","A proposal to increase data utility on Global Differential Privacy data based on data use predictions","Henry C. Nunes, Marlon P. da Silva, Charles V. Neu, Avelino F. Zorzo","Cryptography and Security (cs.CR)","This paper presents ongoing research focused on improving the utility of data protected by Global Differential Privacy(DP) in the scenario of summary statistics. Our approach is based on predictions on how an analyst will use statistics released under DP protection, so that a developer can optimise data utility on further usage of the data in the privacy budget allocation. This novel approach can potentially improve the utility of data without compromising privacy constraints. We also propose a metric that can be used by the developer to optimise the budget allocation process.","Fri, 12 Jan 2024 14:34:30 UTC (168 KB)"
"43","Secrets of RLHF in Large Language Models Part II: Reward Modeling","Binghai Wang, Rui Zheng, Lu Chen, Yan Liu, Shihan Dou, Caishuang Huang, Wei Shen, Senjie Jin, Enyu Zhou, Chenyu Shi, Songyang Gao, Nuo Xu, Yuhao Zhou, Xiaoran Fan, Zhiheng Xi, Jun Zhao, Xiao Wang, Tao Ji, Hang Yan, Lixing Shen, Zhan Chen, Tao Gui, Qi Zhang, Xipeng Qiu, Xuanjing Huang, Zuxuan Wu, Yu-Gang Jiang","Artificial Intelligence (cs.AI)","Reinforcement Learning from Human Feedback (RLHF) has become a crucial technology for aligning language models with human values and intentions, enabling models to produce more helpful and harmless responses. Reward models are trained as proxies for human preferences to drive reinforcement learning optimization. While reward models are often considered central to achieving high performance, they face the following challenges in practical applications: (1) Incorrect and ambiguous preference pairs in the dataset may hinder the reward model from accurately capturing human intent. (2) Reward models trained on data from a specific distribution often struggle to generalize to examples outside that distribution and are not suitable for iterative RLHF training. In this report, we attempt to address these two issues. (1) From a data perspective, we propose a method to measure the strength of preferences within the data, based on a voting mechanism of multiple reward models. Experimental results confirm that data with varying preference strengths have different impacts on reward model performance. We introduce a series of novel methods to mitigate the influence of incorrect and ambiguous preferences in the dataset and fully leverage high-quality preference data. (2) From an algorithmic standpoint, we introduce contrastive learning to enhance the ability of reward models to distinguish between chosen and rejected responses, thereby improving model generalization. Furthermore, we employ meta-learning to enable the reward model to maintain the ability to differentiate subtle differences in out-of-distribution samples, and this approach can be utilized for iterative RLHF optimization.","Thu, 11 Jan 2024 17:56:59 UTC (10,119 KB)[v2] Fri, 12 Jan 2024 09:46:10 UTC (10,091 KB)"
"44","Generation of BIM data based on the automatic detection, identification and localization of lamps in buildings","Francisco Troncoso-Pastoriza, Pablo Eguía-Oller, Rebeca P. Díaz-Redondo, Enrique Granada-Álvarez","Computer Vision and Pattern Recognition (cs.CV)","In this paper we introduce a method that supports the detection, identification and localization of lamps in a building, with the main goal of automatically feeding its energy model by means of Building Information Modeling (BIM) methods. The proposed method, thus, provides useful information to apply energy-saving strategies to reduce energy consumption in the building sector through the correct management of the lighting infrastructure. Based on the unique geometry and brightness of lamps and the use of only greyscale images, our methodology is able to obtain accurate results despite its low computational needs, resulting in near-real-time processing. The main novelty is that the focus of the candidate search is not over the entire image but instead only on a limited region that summarizes the specific characteristics of the lamp. The information obtained from our approach was used on the Green Building XML Schema to illustrate the automatic generation of BIM data from the results of the algorithm.","Mon, 18 Dec 2023 16:54:48 UTC (14,969 KB)"
"45","Unifying Graph Contrastive Learning via Graph Message Augmentation","Ziyan Zhang, Bo Jiang, Jin Tang, Bin Luo","Machine Learning (cs.LG)","Graph contrastive learning is usually performed by first conducting Graph Data Augmentation (GDA) and then employing a contrastive learning pipeline to train GNNs. As we know that GDA is an important issue for graph contrastive learning. Various GDAs have been developed recently which mainly involve dropping or perturbing edges, nodes, node attributes and edge attributes. However, to our knowledge, it still lacks a universal and effective augmentor that is suitable for different types of graph data. To address this issue, in this paper, we first introduce the graph message representation of graph data. Based on it, we then propose a novel Graph Message Augmentation (GMA), a universal scheme for reformulating many existing GDAs. The proposed unified GMA not only gives a new perspective to understand many existing GDAs but also provides a universal and more effective graph data augmentation for graph self-supervised learning tasks. Moreover, GMA introduces an easy way to implement the mixup augmentor which is natural for images but usually challengeable for graphs. Based on the proposed GMA, we then propose a unified graph contrastive learning, termed Graph Message Contrastive Learning (GMCL), that employs attribution-guided universal GMA for graph contrastive learning. Experiments on many graph learning tasks demonstrate the effectiveness and benefits of the proposed GMA and GMCL approaches.","Mon, 8 Jan 2024 02:49:16 UTC (819 KB)"
"46","TSGAN: An Optical-to-SAR Dual Conditional GAN for Optical based SAR Temporal Shifting","Moien Rangzan, Sara Attarchi, Richard Gloaguen, Seyed Kazem Alavipanah","Computer Vision and Pattern Recognition (cs.CV)","In contrast to the well-investigated field of SAR-to-Optical translation, this study explores the lesser-investigated domain of Optical-to-SAR translation, a challenging field due to the ill-posed nature of this translation. The complexity arises as a single optical data can have multiple SAR representations based on the SAR viewing geometry. We propose a novel approach, termed SAR Temporal Shifting, which inputs an optical data from the desired timestamp along with a SAR data from a different temporal point but with a consistent viewing geometry as the expected SAR data, both complemented with a change map of optical data during the intervening period. This model modifies the SAR data based on the changes observed in optical data to generate the SAR data for the desired timestamp. Our model, a dual conditional Generative Adversarial Network (GAN), named Temporal Shifting GAN (TSGAN), incorporates a siamese encoder in both the Generator and the Discriminator. To prevent the model from overfitting on the input SAR data, we employed a change weighted loss function. Our approach surpasses traditional translation methods by eliminating the GAN's fiction phenomenon, particularly in unchanged regions, resulting in higher SSIM and PSNR in these areas. Additionally, modifications to the Pix2Pix architecture and the inclusion of attention mechanisms have enhanced the model's performance on all regions of the data. This research paves the way for leveraging legacy optical datasets, the most abundant and longstanding source of Earth imagery data, extending their use to SAR domains and temporal analyses. To foster further research, we provide the code, datasets used in our study, and a framework for generating paired SAR-Optical datasets for new regions of interest. These resources are available on this http URL","Sun, 31 Dec 2023 09:38:53 UTC (5,716 KB)[v2] Thu, 4 Jan 2024 09:43:33 UTC (5,716 KB)"
"47","Designer Pair Statistics of Disordered Many-Particle Systems with Novel Properties","Haina Wang, Salvatore Torquato","Soft Condensed Matter (cond-mat.soft)","Knowledge of exact analytical functional forms for the pair correlation function $g_2(r)$ and its corresponding structure factor $S(k)$ of disordered many-particle systems is limited. For fundamental and practical reasons, it is highly desirable to add to the existing data base of analytical functional forms for such pair statistics. Here, we design a plethora of such pair functions in direct and Fourier spaces across the first three Euclidean space dimensions that are realizable by diverse many-particle systems with varying degrees of correlated disorder across length scales, spanning a wide spectrum of hyperuniform, typical nonhyperuniform and antihyperuniform ones. This is accomplished by utilizing an efficient inverse algorithm that determines equilibrium states with up to pair interactions at positive temperature that precisely match targeted forms for both $g_2(r)$ and $S(k)$. Among other results, we realize an example with the strongest hyperuniform property among known positive-temperature equilibrium states, critical-point systems (implying unusual 1D systems with phase transitions) that are not in the Ising universality class, systems that attain self-similar pair statistics under Fourier transformation, and an experimentally feasible polymer model. We show that our pair functions enable one to achieve systems with a wide range of translational order and self-diffusion coefficients $\cal D$, which are inversely related to one another. One can design other realizable pair statistics via linear combinations of our functions or by applying our inverse procedure to other desirable functional forms. Our approach facilitates the inverse design of materials with desirable physical and chemical properties by tuning their pair statistics.","Fri, 29 Dec 2023 23:43:40 UTC (4,325 KB)"
"48","Research on the Laws of Multimodal Perception and Cognition from a Cross-cultural Perspective -- Taking Overseas Chinese Gardens as an Example","Ran Chen, Xueqi Yao, Jing Zhao, Shuhan Xu, Sirui Zhang, Yijun Mao","Artificial Intelligence (cs.AI)","This study aims to explore the complex relationship between perceptual and cognitive interactions in multimodal data analysis,with a specific emphasis on spatial experience design in overseas Chinese gardens. It is found that evaluation content and images on social media can reflect individuals' concerns and sentiment responses, providing a rich data base for cognitive research that contains both sentimental and image-based cognitive information. Leveraging deep learning techniques, we analyze textual and visual data from social media, thereby unveiling the relationship between people's perceptions and sentiment cognition within the context of overseas Chinese gardens. In addition, our study introduces a multi-agent system (MAS)alongside AI agents. Each agent explores the laws of aesthetic cognition through chat scene simulation combined with web search. This study goes beyond the traditional approach of translating perceptions into sentiment scores, allowing for an extension of the research methodology in terms of directly analyzing texts and digging deeper into opinion data. This study provides new perspectives for understanding aesthetic experience and its impact on architecture and landscape design across diverse cultural contexts, which is an essential contribution to the field of cultural communication and aesthetic understanding.","Fri, 29 Dec 2023 15:13:23 UTC (2,856 KB)"
"49","The Tyranny of Possibilities in the Design of Task-Oriented LLM Systems: A Scoping Survey","Dhruv Dhamani, Mary Lou Maher","Software Engineering (cs.SE)","This scoping survey focuses on our current understanding of the design space for task-oriented LLM systems and elaborates on definitions and relationships among the available design parameters. The paper begins by defining a minimal task-oriented LLM system and exploring the design space of such systems through a thought experiment contemplating the performance of diverse LLM system configurations (involving single LLMs, single LLM-based agents, and multiple LLM-based agent systems) on a complex software development task and hypothesizes the results. We discuss a pattern in our results and formulate them into three conjectures. While these conjectures may be partly based on faulty assumptions, they provide a starting point for future research. The paper then surveys a select few design parameters: covering and organizing research in LLM augmentation, prompting techniques, and uncertainty estimation, and discussing their significance. The paper notes the lack of focus on computational and energy efficiency in evaluating research in these areas. Our survey findings provide a basis for developing the concept of linear and non-linear contexts, which we define and use to enable an agent-centric projection of prompting techniques providing a lens through which prompting techniques can be viewed as multi-agent systems. The paper discusses the implications of this lens, for the cross-pollination of research between LLM prompting and LLM-based multi-agent systems; and also, for the generation of synthetic training data based on existing prompting techniques in research. In all, the scoping survey presents seven conjectures that can help guide future research efforts.","Fri, 29 Dec 2023 13:35:20 UTC (708 KB)"
"50","PG-LBO: Enhancing High-Dimensional Bayesian Optimization with Pseudo-Label and Gaussian Process Guidance","Taicai Chen, Yue Duan, Dong Li, Lei Qi, Yinghuan Shi, Yang Gao","Machine Learning (cs.LG)","Variational Autoencoder based Bayesian Optimization (VAE-BO) has demonstrated its excellent performance in addressing high-dimensional structured optimization problems. However, current mainstream methods overlook the potential of utilizing a pool of unlabeled data to construct the latent space, while only concentrating on designing sophisticated models to leverage the labeled data. Despite their effective usage of labeled data, these methods often require extra network structures, additional procedure, resulting in computational inefficiency. To address this issue, we propose a novel method to effectively utilize unlabeled data with the guidance of labeled data. Specifically, we tailor the pseudo-labeling technique from semi-supervised learning to explicitly reveal the relative magnitudes of optimization objective values hidden within the unlabeled data. Based on this technique, we assign appropriate training weights to unlabeled data to enhance the construction of a discriminative latent space. Furthermore, we treat the VAE encoder and the Gaussian Process (GP) in Bayesian optimization as a unified deep kernel learning process, allowing the direct utilization of labeled data, which we term as Gaussian Process guidance. This directly and effectively integrates the goal of improving GP accuracy into the VAE training, thereby guiding the construction of the latent space. The extensive experiments demonstrate that our proposed method outperforms existing VAE-BO algorithms in various optimization scenarios. Our code will be published at this https URL.","Thu, 28 Dec 2023 11:57:58 UTC (1,408 KB)"
"51","Acoustic emission data based modelling of fracture of glassy polymer","Subrat Senapati, Anuradha Banerjee, R. Rajesh","Statistical Mechanics (cond-mat.stat-mech)","Acoustic emission (AE) activity data resulting from the fracture processes of brittle materials is valuable real time information regarding the evolving state of damage in the material. Here, through a combined experimental and computational study we explore the possibility of utilising the statistical signatures of AE activity data for characterisation of disorder parameter in simulation of tensile fracture of epoxy based polymer. For simulations we use a square random spring network model with quasi-brittle spring behaviour and a normally distributed failure strain threshold. We show that the disorder characteristics while have marginal effect on the power law exponent of the avalanche size distribution, are strongly correlated with the waiting time interval between consecutive record breaking avalanches as well as the total number of records. This sensitivity to disorder is exploited in estimating the disorder parameter suitable for the experiments on tensile failure of epoxy based polymer. The disorder parameter is estimated assuming equivalence between the amplitude distribution of AE data and avalanche size distribution of the simulations. The chosen disorder parameter is shown to well reproduce the failure characteristics in terms of the peak load of the macroscopic response, the power-law behaviour with avalanche dominated fracture type as well as realistic fracture paths.","Thu, 28 Dec 2023 09:03:05 UTC (1,804 KB)"
"52","Transfer and Alignment Network for Generalized Category Discovery","Wenbin An, Feng Tian, Wenkai Shi, Yan Chen, Yaqiang Wu, Qianying Wang, Ping Chen","Computation and Language (cs.CL)","Generalized Category Discovery is a crucial real-world task. Despite the improved performance on known categories, current methods perform poorly on novel categories. We attribute the poor performance to two reasons: biased knowledge transfer between labeled and unlabeled data and noisy representation learning on the unlabeled data. To mitigate these two issues, we propose a Transfer and Alignment Network (TAN), which incorporates two knowledge transfer mechanisms to calibrate the biased knowledge and two feature alignment mechanisms to learn discriminative features. Specifically, we model different categories with prototypes and transfer the prototypes in labeled data to correct model bias towards known categories. On the one hand, we pull instances with known categories in unlabeled data closer to these prototypes to form more compact clusters and avoid boundary overlap between known and novel categories. On the other hand, we use these prototypes to calibrate noisy prototypes estimated from unlabeled data based on category similarities, which allows for more accurate estimation of prototypes for novel categories that can be used as reliable learning targets later. After knowledge transfer, we further propose two feature alignment mechanisms to acquire both instance- and category-level knowledge from unlabeled data by aligning instance features with both augmented features and the calibrated prototypes, which can boost model performance on both known and novel categories with less noise. Experiments on three benchmark datasets show that our model outperforms SOTA methods, especially on novel categories. Theoretical analysis is provided for an in-depth understanding of our model in general. Our code and data are available at this https URL.","Wed, 27 Dec 2023 08:35:47 UTC (1,453 KB)"
"53","Filtered data based estimators for stochastic processes driven by colored noise","Grigorios A. Pavliotis, Sebastian Reich, Andrea Zanoni","Numerical Analysis (math.NA)","We consider the problem of estimating unknown parameters in stochastic differential equations driven by colored noise, which we model as a sequence of Gaussian stationary processes with decreasing correlation time. We aim to infer parameters in the limit equation, driven by white noise, given observations of the colored noise dynamics. We consider both the maximum likelihood and the stochastic gradient descent in continuous time estimators, and we propose to modify them by including filtered data. We provide a convergence analysis for our estimators showing their asymptotic unbiasedness in a general setting and asymptotic normality under a simplified scenario.","Tue, 26 Dec 2023 10:02:10 UTC (2,613 KB)[v2] Mon, 22 Jan 2024 19:52:04 UTC (2,732 KB)"
"54","From masses and radii of neutron stars to EOS of nuclear matter through neural network","Zehan Wu, Dehua Wen","Nuclear Theory (nucl-th)","The equation of state (EOS) of dense nuclear matter is a key factor to determine the internal structure and properties of neutron stars. However, the EOS of high-density nuclear matter has great uncertainty mainly because the terrestrial nuclear experiments cannot reproduce matter as dense as that in the inner core of a neutron star. Fortunately, continuous improvements in astronomical observations of neutron stars provide the opportunity to inversely constrain the EOS of high-density nuclear matter. A number of methods have been proposed to implement this inverse constraint, such as the Bayesian analysis algorithm, the Lindblom's approach, and so on. Neural network algorithm is an effective new method developed in recent years. By employing a set of isospin-dependent parametric EOSs as the training sample of neural network algorithm, we set up an effective way to reconstruct the EOS with relative accuracy through a few mass-radius data. Based on the obtained neural network algorithms and according to the NICER observations on masses and radii of neutron stars with assumed precision, we get the inversely constrained EOS and further calculate the corresponding macroscopic properties of the neutron star. The results are basically consistent with the constraint on EOS from the Huth $et~ al.$ based on Bayesian analysis. Moreover, the results show that even though the neural network algorithm was obtained by using the finite parameterized EOS as the training set, it is valid for any rational parameter combination of the parameterized EOS model.","Mon, 25 Dec 2023 06:50:01 UTC (106 KB)"
"55","Harnessing the Final Control Error for Optimal Data-Driven Predictive Control","Alessandro Chiuso, Marco Fabris, Valentina Breschi, Simone Formentin","Systems and Control (eess.SY)","Model Predictive Control (MPC) is a powerful method for complex system regulation, but its reliance on accurate models poses many limitations in real-world applications. Data-driven predictive control (DDPC) offers a valid alternative, eliminating the need for model identification. However, it may falter in the presence of noisy data. In response, in this work, we present a unified stochastic framework for direct DDPC where control actions are obtained by optimizing the Final Control Error, directly computed from available data only, that automatically weighs the impact of uncertainty on the control objective. Our approach generalizes existing DDPC methods, like regularized Data-enabled Predictive Control (DeePC) and $\gamma$-DDPC, and thus provides a path toward noise-tolerant data-based control, with rigorous optimality guarantees. The theoretical investigation is complemented by a series of numerical case studies, revealing that the proposed method consistently outperforms or, at worst, matches existing techniques without requiring tuning regularization parameters as methods do.","Fri, 22 Dec 2023 16:00:42 UTC (1,036 KB)"
"56","A Novel ML-driven Test Case Selection Approach for Enhancing the Performance of Grammatical Evolution","Krishn Kumar Gupt, Meghana Kshirsagar, Douglas Mota Dias, Joseph P. Sullivan, Conor Ryan","Neural and Evolutionary Computing (cs.NE)","Computational cost in metaheuristics such as Evolutionary Algorithms (EAs) is often a major concern, particularly with their ability to scale. In data-based training, traditional EAs typically use a significant portion, if not all, of the dataset for model training and fitness evaluation in each generation. This makes EAs suffer from high computational costs incurred during the fitness evaluation of the population, particularly when working with large datasets. To mitigate this issue, we propose a Machine Learning (ML)-driven Distance-based Selection (DBS) algorithm that reduces the fitness evaluation time by optimizing test cases. We test our algorithm by applying it to 24 benchmark problems from Symbolic Regression (SR) and digital circuit domains and then using Grammatical Evolution (GE) to train models using the reduced dataset. We use GE to test DBS on SR and produce a system flexible enough to test it on digital circuit problems further. The quality of the solutions is tested and compared against the conventional training method to measure the coverage of training data selected using DBS, i.e., how well the subset matches the statistical properties of the entire dataset. Moreover, the effect of optimized training data on run time and the effective size of the evolved solutions is analyzed. Experimental and statistical evaluations of the results show our method empowered GE to yield superior or comparable solutions to the baseline (using the full datasets) with smaller sizes and demonstrates computational efficiency in terms of speed.","Thu, 21 Dec 2023 22:21:02 UTC (5,457 KB)"
"57","Modelling of Networked Measuring Systems -- From White-Box Models to Data Based Approaches","Klaus-Dieter Sommer (1), Peter Harris (2), Sascha Eichstädt (3), Roland Füssl (1), Tanja Dorst (4), Andreas Schütze (4), Michael Heizmann (5), Nadine Schiering (6), Andreas Maier (7), Yuhui Luo (2), Christos Tachtatzis (8), Ivan Andonovic (8), Gordon Gourlay (9) ((1) Technische Universitaet Ilmenau, Germany, (2) National Physical Laboratory, Teddington, United Kingdom, (3) Physikalisch-Technische Bundesanstalt, Braunschweig and Berlin, Germany, (4) ZeMA - Zentrum für Mechatronik und Automatisierungstechnik gGmbH, Saarbrücken, Germany, (5) Karlsruhe Institute of Technology, Germany, (6) Centre for Measurement and Calibration, Wolfen, Germany, (7) Friedrich-Alexander-University of Erlangen-Nuremberg, Germany, (8) Department of Electronic and Electrical Engineering, University of Strathclyde, UK, (9) Advanced Forming Research Centre, University of Strathclyde, UK)","Systems and Control (eess.SY)","Mathematical modelling is at the core of metrology as it transforms raw measured data into useful measurement results. A model captures the relationship between the measurand and all relevant quantities on which the measurand depends, and is used to design measuring systems, analyse measured data, make inferences and predictions, and is the basis for evaluating measurement uncertainties. Traditional modelling approaches are typically analytical, for example, based on principles of physics. But with the increasing use of digital technologies, large sensor networks and powerful computing hardware, these traditional approaches are being replaced more and more by data-driven methods. This paradigm shift holds true in particular for the digital future of measurement in all spheres of our lives and the environment, where data provided by large and complex interconnected systems of sensors are to be analysed. Additionally, there is a requirement for existing guidelines and standards in metrology to take the paradigm shift into account. In this paper we lay the foundation for the development from traditional to data-driven modelling approaches. We identify key aspects from traditional modelling approaches and discuss their transformation to data-driven modelling.","Thu, 21 Dec 2023 11:25:45 UTC (2,131 KB)"
"58","Learning and Forgetting Unsafe Examples in Large Language Models","Jiachen Zhao, Zhun Deng, David Madras, James Zou, Mengye Ren","Computation and Language (cs.CL)","As the number of large language models (LLMs) released to the public grows, there is a pressing need to understand the safety implications associated with these models learning from third-party custom finetuning data. We explore the behavior of LLMs finetuned on noisy custom data containing unsafe content, represented by datasets that contain biases, toxicity, and harmfulness, finding that while aligned LLMs can readily learn this unsafe content, they also tend to forget it more significantly than other examples when subsequently finetuned on safer content. Drawing inspiration from the discrepancies in forgetting, we introduce the ""ForgetFilter"" algorithm, which filters unsafe data based on how strong the model's forgetting signal is for that data. We demonstrate that the ForgetFilter algorithm ensures safety in customized finetuning without compromising downstream task performance, unlike sequential safety finetuning. ForgetFilter outperforms alternative strategies like replay and moral self-correction in curbing LLMs' ability to assimilate unsafe content during custom finetuning, e.g. 75% lower than not applying any safety measures and 62% lower than using self-correction in toxicity score.","Wed, 20 Dec 2023 03:18:50 UTC (389 KB)"
"59","Single-pixel 3D imaging based on fusion temporal data of single photon detector and millimeter-wave radar","Tingqin Lai, Xiaolin Liang, Yi Zhu, Xinyi Wu, Lianye Liao, Xuelin Yuan, Ping Su, Shihai Sun","Computer Vision and Pattern Recognition (cs.CV)","Recently, there has been increased attention towards 3D imaging using single-pixel single-photon detection (also known as temporal data) due to its potential advantages in terms of cost and power efficiency. However, to eliminate the symmetry blur in the reconstructed images, a fixed background is required. This paper proposes a fusion-data-based 3D imaging method that utilizes a single-pixel single-photon detector and a millimeter-wave radar to capture temporal histograms of a scene from multiple perspectives. Subsequently, the 3D information can be reconstructed from the one-dimensional fusion temporal data by using Artificial Neural Network (ANN). Both the simulation and experimental results demonstrate that our fusion method effectively eliminates symmetry blur and improves the quality of the reconstructed images.","Fri, 20 Oct 2023 13:03:48 UTC (24,170 KB)"
"60","Constraints on Phase Transitions in Neutron Star Matter","Len Brandes, Wolfram Weise","Nuclear Theory (nucl-th)","Recent inference results of the sound velocity in the cores of neutron stars are summarized. Implications for the equation of state and the phase structure of highly compressed baryonic matter are discussed. In view of the strong constraints imposed by the heaviest known pulsars, the equation of state must be very stiff in order to ensure the stability of these extreme objects. This required stiffness limits the possible appearance of phase transitions in neutron star cores. For example, a Bayes factor analysis quantifies strong evidence for squared sound velocities $c_s^2 > 0.1$ in the cores of 2.1 solar-mass and lighter neutron stars. Only weak first-order phase transitions with a small phase coexistence density range $\Delta\rho/\rho < 0.2$ (at the 68\% level) in a Maxwell construction still turn out to be possible within neutron stars. The central baryon densities in even the heaviest neutron stars do not exceed five times the density of normal nuclear matter. In view of these data-based constraints, much discussed issues such as the quest for a phase transition towards restored chiral symmetry, and the active degrees of freedom in cold and dense baryonic matter, are reexamined.","Tue, 19 Dec 2023 08:29:18 UTC (6,721 KB)[v2] Thu, 11 Jan 2024 02:01:48 UTC (3,809 KB)[v3] Mon, 22 Jan 2024 03:03:18 UTC (10,716 KB)"
"61","Data-based Model Identification of the Hypothalamus-Pituitary-Thyroid Complex","Clara Horvath, Andreas Körner, Corinna Modiz","Tissues and Organs (q-bio.TO)","The thyroid gland, in conjunction with the pituitary and the hypothalamus, forms a regulated system due to their mutual influence through released hormones. The equilibrium point of this system, commonly referred to as the ""set point"", is individually determined. This means that determining the correct amount of medication to be administered to patients with hypothyroidism requires several treatment appointments creating an extended treatment process. Because the dynamics of the system have not yet been fully explored, mathematical models are needed to simulate the mutual influence of the respective hormones as well as their course over time. These models enable a deeper understanding of the functionality in the context of data measurements. Therefore, two existing time-dependent mathematical models are used and further analyzed to replicate this overall influence of disparate systems. Both are based on a system of two differential equations modelling the interacting hormones. The parameters of the two models are identified according to different calibration approaches by means of patient data collected in a retrospective study in collaboration with the Medical University of Vienna. The hormonal course in the time domain as well as equilibrium curves including the set-point are then simulated and analyzed with respect to the normalized mean squared error. These calibrated systems allow a more profound insight into the functionality of the formed complex.","Mon, 18 Dec 2023 13:22:47 UTC (580 KB)"
"62","A dependent circular-linear model for multivariate biomechanical data: Ilizarov ring fixator study","Priyanka Nagar, Andriette Bekker, Mohammad Arashi, Cor-Jacques Kat, Annette-Christi Barnard","Applications (stat.AP)","Biomechanical and orthopaedic studies frequently encounter complex datasets that encompass both circular and linear variables. In most cases the circular and linear variables are (i) considered in isolation with dependency between variables neglected and (ii) the cyclicity of the circular variables disregarded resulting in erroneous decision making. Given the inherent characteristics of circular variables, it is imperative to adopt methods that integrate directional statistics to achieve precise modelling. This paper is motivated by the modelling of biomechanical data, i.e., the fracture displacements, that is used as a measure in external fixator comparisons. We focus on a data set, based on an Ilizarov ring fixator, comprising of six variables. A modelling framework applicable to the 6D joint distribution of circular-linear data based on vine copulas is proposed. The pair-copula decomposition concept of vine copulas represents the dependence structure as a combination of circular-linear, circular-circular and linear-linear pairs modelled by their respective copulas. This framework allows us to assess the dependencies in the joint distribution as well as account for the cyclicity of the circular variables. Thus, a new approach for accurate modelling of mechanical behaviour for Ilizarov ring fixators and other data of this nature is imparted.","Fri, 15 Dec 2023 19:15:30 UTC (335 KB)"
